City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,adamovka,51.5223,59.9396,61.5,61,3,7.87,RU,1713665575
274,koungou,-12.7336,45.2042,83.91,74,0,12.66,YT,1713665575
275,al khafji,28.4391,48.4913,77.16,58,64,11.95,SA,1713665575
276,saint-laurent-du-maroni,5.5039,-54.0289,76.77,84,95,3.38,GF,1713665576
277,porto franco,-6.3383,-47.3992,75.2,97,100,2.77,BR,1713665576
278,suarez,2.954,-76.6964,72.77,95,100,3.83,CO,1713665577
279,cobija,-11.0267,-68.7692,79.92,75,100,1.14,BO,1713665101
280,selibaby,15.159,-12.1829,91.92,12,3,8.52,MR,1713665578
281,kansanshi,-12.0951,26.4273,58.75,92,100,3.09,ZM,1713665578
282,kununurra,-15.7667,128.7333,80.58,32,16,11.5,AU,1713665228
283,lubango,-14.9172,13.4925,57.06,77,0,0.0,AO,1713665020
284,kikwit,-5.041,18.8162,73.58,88,100,1.83,CD,1713665579
285,kiffa,16.6166,-11.4045,87.76,9,34,5.64,MR,1713665580
286,ixtapa,20.7,-105.2,75.22,88,0,5.75,MX,1713665580
287,minas de marcona,-15.2119,-75.1103,63.37,81,95,6.42,PE,1713665086
288,new norfolk,-42.7826,147.0587,65.71,49,0,4.32,AU,1713665169
289,howard springs,-12.497,131.047,85.91,49,100,11.32,AU,1713665581
290,barra de santo antonio,-9.4047,-35.5072,79.88,82,100,6.98,BR,1713665581
291,isola di capo rizzuto,38.96,17.0933,55.18,78,0,15.68,IT,1713665582
292,ekuvukeni,-28.4675,30.1551,58.8,58,0,2.68,ZA,1713665582
293,pointe-noire,-4.7761,11.8635,80.67,94,40,4.61,CG,1713665583
294,arak,34.0917,49.6892,55.33,44,29,3.94,IR,1713665583
295,guankou,28.15,113.6333,65.97,95,100,1.86,CN,1713665583
296,myeik,12.4333,98.6,88.14,59,100,8.81,MM,1713665584
297,east london,-33.0153,27.9116,70.56,91,100,10.71,ZA,1713664914
298,qui nhon,13.7667,109.2333,87.1,65,28,9.31,VN,1713665584
299,taoudenni,22.6783,-3.9836,84.67,13,100,8.41,ML,1713665261
300,fortuna,40.5982,-124.1573,56.66,94,100,13.8,US,1713665317
301,mantua,45.1667,10.7833,43.84,81,74,5.12,IT,1713665585
302,funafuti,-8.5243,179.1942,93.2,66,75,6.91,TV,1713665586
303,tual,-5.6667,132.75,83.57,76,45,4.36,ID,1713665432
304,mglin,53.0591,32.8475,43.47,82,100,13.65,RU,1713665586
305,namibe,-15.1961,12.1522,80.13,61,0,3.09,AO,1713665271
306,mili,6.0815,171.735,82.38,81,81,18.28,MH,1713665587
307,kuna,43.4918,-116.4201,68.56,29,0,5.75,US,1713665588
308,xapuri,-10.6517,-68.5044,79.9,77,99,2.75,BR,1713665588
309,floro,61.5996,5.0328,35.67,69,6,4.61,NO,1713665588
310,al kharj,24.155,47.3346,77.58,22,2,9.04,SA,1713665589
311,saint-pierre,-21.3393,55.4781,76.68,69,0,6.91,RE,1713665589
312,el granada,37.5027,-122.4694,69.48,54,0,24.16,US,1713665297
313,kapuskasing,49.4169,-82.4331,37.49,44,75,8.05,CA,1713665102
314,abha,18.2164,42.5053,59.25,67,40,0.0,SA,1713665590
315,kuacjok,8.3002,27.9903,79.41,70,94,6.76,SS,1713665590
316,mata-utu,-13.2816,-176.1745,84.52,78,89,15.57,WF,1713665591
317,piacabucu,-10.4056,-36.4344,78.84,88,99,6.08,BR,1713665591
318,midvagur,62.0511,-7.1939,45.43,100,100,5.75,FO,1713665591
319,san patricio,28.017,-97.5169,78.66,76,3,10.74,US,1713665146
320,karratha,-20.7377,116.8463,82.94,18,0,17.85,AU,1713665329
321,jayapura,-2.5333,140.7,90.79,66,25,5.7,ID,1713665592
322,eenhana,-17.4667,16.3333,65.52,50,4,6.85,NA,1713665593
323,mana,5.6592,-53.7767,80.28,78,100,12.3,GF,1713665593
324,luanda,-8.8368,13.2343,79.45,84,95,6.04,AO,1713665352
325,mrakovo,52.7161,56.6244,59.76,68,9,3.74,RU,1713665594
326,newman,37.3138,-121.0208,79.03,46,0,8.01,US,1713665180
327,vila franca do campo,37.7167,-25.4333,64.89,99,63,6.44,PT,1713665229
328,horta,38.5333,-28.6333,62.02,94,99,4.0,PT,1713665595
329,najaf,31.9985,44.3398,78.58,29,40,12.66,IQ,1713665595
330,bulgan,48.8125,103.5347,37.74,64,100,6.6,MN,1713665596
331,kristiansund,63.1115,7.732,38.05,87,20,4.61,NO,1713665596
332,la ronge,55.1001,-105.2842,36.05,85,13,4.61,CA,1713665333
333,caucete,-31.6518,-68.2811,71.17,51,83,6.22,AR,1713665467
334,half moon,34.826,-77.4594,72.01,89,75,0.0,US,1713665597
335,cidreira,-30.1811,-50.2056,68.32,81,0,11.68,BR,1713665598
336,bayanhongor,46.7167,100.1167,28.15,31,33,10.98,MN,1713665106
337,dhamar,14.5427,44.4051,59.9,74,52,1.86,YE,1713665598
338,shalqar,47.8333,59.6,64.29,54,80,16.42,KZ,1713665599
339,kayangel,8.0823,134.7173,83.79,81,27,14.5,PW,1713665125
340,borodino,55.9106,94.8983,27.9,77,99,14.34,RU,1713665599
341,chinde,26.8418,88.0763,73.78,43,1,5.23,NP,1713665601
342,hammond,41.5834,-87.5,41.99,56,100,11.5,US,1713664983
343,choyr,46.3611,108.3611,41.05,47,17,28.45,MN,1713665601
344,smithers,54.7804,-127.1743,53.29,44,100,2.62,CA,1713665602
345,kyosai,34.8503,128.5886,62.56,91,100,6.76,KR,1713665602
346,manadhoo,5.7667,73.3833,84.92,77,82,7.56,MV,1713665603
347,timana,1.9714,-75.9312,66.45,98,100,2.75,CO,1713665603
348,san cristobal,7.7669,-72.225,69.66,97,100,2.53,VE,1713665456
349,zhangjiakou shi xuanhua qu,40.6103,115.0447,63.25,34,0,8.1,CN,1713665604
350,solwezi,-12.1688,26.3894,59.38,92,100,2.98,ZM,1713665605
351,escanaba,45.7453,-87.0646,37.71,69,0,3.44,US,1713665602
352,egilsstadir,65.2653,-14.3948,45.77,89,100,15.41,IS,1713665339
353,howrah,22.5892,88.3103,89.6,74,20,5.75,IN,1713665241
354,kholmsk,47.0511,142.0569,38.91,98,100,5.86,RU,1713665607
355,santa ana de yacuma,-13.75,-65.4333,79.45,81,100,5.5,BO,1713665151
356,hameln,52.104,9.3562,40.78,98,100,6.53,DE,1713665607
357,santa elena de uairen,4.6167,-61.1333,68.7,91,63,1.7,VE,1713665608
358,saint-francois,46.4154,3.9054,35.42,100,0,3.44,FR,1713665348
359,eyl,7.9803,49.8164,82.78,74,96,2.04,SO,1713665608
360,bandar lampung,-5.4254,105.258,84.22,74,35,1.66,ID,1713665048
361,north bay,46.3168,-79.4663,35.73,75,94,12.03,CA,1713665609
